Raport2: CUMPARATE DE MAI MULTE ORI MAI MARI DECAT 0

1 """Blanketed"" Eggplant ":
343 Apricot Almond Scones :
Rating: 3.75
Pret: 21.0

344 Apricot Berry Trifle :
Rating: 5.0
Pret: 95.0

345 Apricot Butter Cookies :
Rating: 3.75
Pret: 39.0

346 Apricot Caramel Sauce :
Rating: 3.75
Pret: 52.0

347 Apricot Chicken with Almonds :
Rating: 3.75
Pret: 100.0

348 Apricot Cocktail II :
Rating: 0.0
Pret: 14.0

349 Apricot Cream Tart :
Rating: 3.75
Pret: 39.0

350 Apricot Cream-Cheese Ice Cream :
Rating: 3.125
Pret: 70.0

351 Apricot Custard Tart :
Rating: 3.75
Pret: 98.0

352 Apricot Financier :
Rating: 4.375
Pret: 39.0

353 Apricot Frozen Yogurt :
Rating: 3.75
Pret: 16.0

354 Apricot Galette :
Rating: 3.75
Pret: 17.0

355 Apricot Glaze :
Rating: 0.0
Pret: 39.0

356 Apricot Honey Cake :
Rating: 0.0
Pret: 65.0

357 Apricot Iced Tea :
Rating: 2.5
Pret: 100.0

358 Apricot Miso Jam :
Rating: 5.0
Pret: 49.0

359 Apricot Orange Cranberry Breads :
Rating: 3.75
Pret: 56.0

360 Apricot Pear Cordials :
Rating: 5.0
Pret: 11.0

361 Apricot Pie with Candied Ginger and Crunchy Topping :
Rating: 4.375
Pret: 87.0

362 Apricot Pistachio Fruitcakes :
Rating: 4.375
Pret: 53.0

363 Apricot Sauce :
Rating: 4.375
Pret: 37.0

364 Apricot Souffles with Vanilla Rum Crème Anglaise :
Rating: 4.375
Pret: 79.0

365 Apricot Spread :
Rating: 4.375
Pret: 39.0

366 Apricot Sunburst :
Rating: 0.0
Pret: 96.0

367 Apricot Tart with Cornmeal Crust :
Rating: 3.75
Pret: 74.0

368 Apricot Tart with Honey and Almonds :
Rating: 4.375
Pret: 63.0

369 Apricot Yogurt Cake with Orange Honey Syrup :
Rating: 3.75
Pret: 73.0

370 Apricot and Amaretti Crostata :
Rating: 4.375
Pret: 37.0

371 Apricot and Cherry Country Tart :
Rating: 4.375
Pret: 44.0

372 Apricot and Chocolate Bavarois :
Rating: 3.75
Pret: 19.0

373 Apricot and Pistachio Baked Rice :
Rating: 3.75
Pret: 96.0

374 Apricot and Walnut Varenikis :
Rating: 3.125
Pret: 26.0

375 Apricot-Almond Gift Bread :
Rating: 4.375
Pret: 16.0

376 Apricot-Cherry Shortcakes :
Rating: 4.375
Pret: 65.0

377 Apricot-Cream Cheese Tartlets in Macadamia Crust :
Rating: 4.375
Pret: 52.0

378 Apricot-Glazed Chicken with Dried Plums and Sage :
Rating: 4.375
Pret: 21.0

379 Apricot-Glazed Turkey with Roasted Onion and Shallot Gravy :
Rating: 4.375
Pret: 62.0

380 Apricot-Mustard Baked Chicken :
Rating: 4.375
Pret: 73.0

381 Apricot-Pecan Upside-Down Cake :
Rating: 4.375
Pret: 86.0

382 Apricot-Pistachio Charoset :
Rating: 3.75
Pret: 33.0

383 Apricot-Pistachio Muffins Baked on the Grill :
Rating: 5.0
Pret: 66.0

384 Apricot-Raspberry Pavlovas with Sliced Almonds :
Rating: 4.375
Pret: 98.0

385 Apricot-Raspberry Pie with Hazelnut Streusel Topping :
Rating: 4.375
Pret: 35.0

386 Apricot-Sour Cream Scones :
Rating: 4.375
Pret: 42.0

387 Apricot-Walnut Crisp :
Rating: 4.375
Pret: 71.0

388 Apricots with Amaretto Syrup (Albicocche Ripiene) :
Rating: 4.375
Pret: 19.0

389 Arctic Char with Cucumber-Feta Relish and Jalapeño-Goat Cheese Hush Puppies :
Rating: 3.75
Pret: 86.0

390 Arctic Char with Pistachio Orange Vinaigrette :
Rating: 4.375
Pret: 27.0

391 Arepas :
Rating: 3.75
Pret: 68.0

392 Arepas with Pulled Pork and Pickled Onion :
Rating: 4.375
Pret: 16.0

393 Argentine Red Sauce :
Rating: 4.375
Pret: 71.0

394 Argentine-Style Beef with Chimichurri Sauce :
Rating: 5.0
Pret: 64.0

395 Argentinian-Style Beef with Chimichurri Sauce :
Rating: 3.125
Pret: 86.0

396 Arizona Cheese Strata :
Rating: 4.375
Pret: 39.0

397 Armagnac Ice Cream :
Rating: 2.5
Pret: 45.0

398 Armagnac Toffee Sauce :
Rating: 4.375
Pret: 40.0

399 Armagnac-Poached Prunes with Vanilla Ice Cream :
Rating: 4.375
Pret: 39.0

400 Arnie’s Gimlet Slush :
Rating: 0.0
Pret: 86.0

401 Aromatic Baby Back Ribs :
Rating: 4.375
Pret: 70.0

402 Aromatic Shrimp And Noodle Medicine Soup :
Rating: 0.0
Pret: 73.0

403 Aromatic Yellow Rice :
Rating: 3.75
Pret: 48.0

404 Arrabbiata Sauce :
Rating: 2.5
Pret: 97.0

405 Arroz Blanco (Mexican White Rice) :
Rating: 3.75
Pret: 16.0

406 Arroz con Pollo :
Rating: 3.75
Pret: 91.0

407 Artichoke Bottoms Braised in Olive Oil with Garlic and Mint :
Rating: 3.75
Pret: 70.0

408 Artichoke Bruschetta :
Rating: 4.375
Pret: 41.0

409 Artichoke Croustades :
Rating: 3.75
Pret: 62.0

410 Artichoke Fennel Sauce with Prosciutto :
Rating: 3.75
Pret: 20.0

411 Artichoke Olive Dip with Fennel Crudites :
Rating: 4.375
Pret: 54.0

412 Artichoke and Eggplant Panini :
Rating: 3.75
Pret: 96.0

413 Artichoke and Fennel Ravioli with Tomato-Fennel Sauce :
Rating: 4.375
Pret: 86.0

414 Artichoke and Fennel Salad :
Rating: 3.75
Pret: 12.0

415 Artichoke and Feta Cheese Pizza :
Rating: 4.375
Pret: 94.0

416 Artichoke and Olive Crostini :
Rating: 3.75
Pret: 43.0

417 Artichoke and Parmesan Risotto :
Rating: 4.375
Pret: 13.0

418 Artichokes Basted with Anchovy Butter :
Rating: 3.75
Pret: 98.0

419 Artichokes Braised in Lemon and Olive Oil :
Rating: 4.375
Pret: 90.0

420 Artichokes Braised with Garlic and Thyme :
Rating: 3.75
Pret: 82.0

421 Artichokes Stuffed with Lemon-Garlic Breadcrumbs :
Rating: 3.125
Pret: 52.0

422 Artichokes with Goat Cheese :
Rating: 4.375
Pret: 26.0

423 Artichokes with Lemon-Garlic Butter :
Rating: 3.75
Pret: 38.0

424 Artillery :
Rating: 0.0
Pret: 99.0

425 Artillery Punch :
Rating: 5.0
Pret: 76.0

426 Artillery Punch Cocktail :
Rating: 0.0
Pret: 39.0

427 Arugula Pesto :
Rating: 3.75
Pret: 65.0

428 Arugula Salad :
Rating: 3.75
Pret: 28.0

429 Arugula Salad with Carrot and Yellow Pepper :
Rating: 2.5
Pret: 12.0

430 Arugula Salad with Garlic Balsamic Vinaigrette :
Rating: 4.375
Pret: 12.0

431 Arugula Salad with Heirloom Tomatoes and Red Onion :
Rating: 2.5
Pret: 21.0

432 Arugula Salad with Lemon-Parmesan Dressing :
Rating: 4.375
Pret: 80.0

433 Arugula Salad with Lemon-Pepper Dressing :
Rating: 3.125
Pret: 72.0

434 Arugula Salad with Roasted Eggplant and Sweet Pomegranate Dressing :
Rating: 4.375
Pret: 10.0

435 Arugula and Goat Cheese Mashed Potatoes :
Rating: 3.125
Pret: 88.0

436 Arugula and Goat Cheese Ravioli :
Rating: 3.75
Pret: 19.0

437 Arugula and Green Bean Salad with Walnut Oil Dressing :
Rating: 4.375
Pret: 42.0

438 Arugula and Peach Salad with Creamy Chive Vinaigrette :
Rating: 3.75
Pret: 87.0

439 Arugula and Radicchio Salad with Sesame-Scallion Vinaigrette :
Rating: 4.375
Pret: 50.0

440 Arugula and Radicchio with Feta and Dates :
Rating: 4.375
Pret: 67.0

441 Arugula and Smoked Mozzarella Salad with Lemon Vinaigrette :
Rating: 3.75
Pret: 96.0

442 Arugula and Spinach Salad with Prosciutto and Creamy Mango Dressing :
Rating: 3.75
Pret: 53.0

443 Arugula with Lemon and Olive Oil :
Rating: 4.375
Pret: 99.0

444 Arugula-Chicory Salad with Pine Nuts and Goat-Cheese Toasts :
Rating: 4.375
Pret: 27.0

445 Arugula-Stuffed Leg of Lamb with Roasted Spring Vegetables :
Rating: 3.125
Pret: 60.0

446 Ash-Roasted Sweet Potatoes :
Rating: 0.0
Pret: 100.0

447 Ashkenazic Sour Cream Coffee Cake (Smeteneh Küchen) :
Rating: 4.375
Pret: 13.0

448 Asiago-Pepper Frico :
Rating: 4.375
Pret: 57.0

449 Asian Barbecue Sauce :
Rating: 5.0
Pret: 100.0

450 Asian Bow-Tie Pasta Salad with Shrimp and Vegetables :
Rating: 4.375
Pret: 33.0

451 Asian Braised Short Ribs with Cranberry-Teriyaki Glaze :
Rating: 4.375
Pret: 73.0

452 Asian Cabbage Salad :
Rating: 3.75
Pret: 37.0

453 Asian Chicken Hot Pot with Sesame and Garlic Dipping Sauces :
Rating: 3.125
Pret: 90.0

454 Asian Chicken Salad :
Rating: 3.75
Pret: 24.0

455 Asian Chicken Salad with Snap Peas and Bok Choy :
Rating: 4.375
Pret: 93.0

456 Asian Cole Slaw with Seared Scallops :
Rating: 4.375
Pret: 51.0

457 Asian Coleslaw with Shredded Chicken or Turkey :
Rating: 3.75
Pret: 82.0

458 Asian Dipping Sauce :
Rating: 0.0
Pret: 91.0

459 Asian Dumpling Soup :
Rating: 3.75
Pret: 79.0

460 Asian Eggplant :
Rating: 3.75
Pret: 48.0

461 Asian Flank Steak :
Rating: 4.375
Pret: 26.0

462 Asian Fruit Salad with Papaya-Mint Sauce :
Rating: 5.0
Pret: 44.0

463 Asian Garlic Chicken :
Rating: 3.75
Pret: 49.0

464 Asian Hot Pot with Chicken and Sweet-and-Spicy Dipping Sauce :
Rating: 4.375
Pret: 62.0

465 Asian Meatballs with Sesame Lime Dipping Sauce :
Rating: 4.375
Pret: 34.0

466 Asian Noodles with Barbecued Duck Confit :
Rating: 3.75
Pret: 62.0

467 Asian Noodles with Ginger-Cilantro Sauce :
Rating: 3.75
Pret: 78.0

468 Asian Pear and Avocado Salad with Garam Masala Syrup :
Rating: 4.375
Pret: 20.0

469 Asian Pear and Frisée Salad :
Rating: 5.0
Pret: 91.0

470 Asian Pear and Watercress Salad with Sesame Dressing :
Rating: 4.375
Pret: 55.0

471 Asian Pears with Ginger-Maple Syrup :
Rating: 4.375
Pret: 82.0

472 Asian Pork and Mushroom Burger Wraps :
Rating: 5.0
Pret: 35.0

473 Asian Rice Noodle Salad :
Rating: 0.0
Pret: 32.0

474 Asian Risotto with Pancetta and Mussels :
Rating: 4.375
Pret: 91.0

475 Asian Salmon Bowl with Lime Drizzle :
Rating: 5.0
Pret: 49.0

476 Asian Shrimp and Noodle Salad :
Rating: 4.375
Pret: 13.0

477 Asian Spinach Salad :
Rating: 4.375
Pret: 86.0

478 Asian Spring Rolls :
Rating: 4.375
Pret: 97.0

479 Asian Steak and Noodle Salad :
Rating: 3.75
Pret: 12.0

480 Asian Turkey Lettuce Wraps :
Rating: 4.375
Pret: 10.0

481 Asian Turkey-Noodle Soup with Ginger and Chiles :
Rating: 3.75
Pret: 95.0

482 Asian-Style Crab and Shrimp Cakes :
Rating: 3.125
Pret: 25.0

483 Asian-Style Flank Steak :
Rating: 4.375
Pret: 30.0

484 Asian-Style Noodle Salad :
Rating: 3.75
Pret: 100.0

485 Asian-Style Shrimp and Pineapple Fried Rice :
Rating: 3.75
Pret: 42.0

486 Asparagus Flan with Cheese Sauce :
Rating: 4.375
Pret: 77.0

487 Asparagus Flans :
Rating: 4.375
Pret: 88.0

488 Asparagus Goat Cheese Bruschetta with Porcini Vinaigrette :
Rating: 3.75
Pret: 15.0

489 Asparagus Goat Cheese Tart with Tarragon :
Rating: 4.375
Pret: 95.0

490 Asparagus Gratin :
Rating: 4.375
Pret: 19.0

491 Asparagus Green Onion Sauté :
Rating: 4.375
Pret: 58.0

492 Asparagus Gremolata :
Rating: 0.0
Pret: 95.0

493 Asparagus Lasagne :
Rating: 3.75
Pret: 83.0

494 Asparagus Lemon Pasta :
Rating: 4.375
Pret: 81.0

495 Asparagus Napoleons with Oriental Black Bean Sauce :
Rating: 4.375
Pret: 37.0

496 Asparagus Parmesan Pastry Rolls :
Rating: 3.75
Pret: 86.0

497 Asparagus Risotto :
Rating: 3.75
Pret: 48.0

498 Asparagus Salad with Sweet Balsamic Vinegar :
Rating: 4.375
Pret: 89.0

499 Asparagus Soup with Basil Cream :
Rating: 4.375
Pret: 17.0

500 Asparagus Soup with Lemon Crème Fraîche :
Rating: 4.375
Pret: 39.0

501 Asparagus Tart :
Rating: 3.75
Pret: 64.0

502 Asparagus and Dill Avgolemono Soup :
Rating: 4.375
Pret: 21.0

503 Asparagus and Goat Cheese Frittata :
Rating: 0.0
Pret: 63.0

504 Asparagus and Gruyère Tart :
Rating: 4.375
Pret: 96.0

505 Asparagus and Leek Risotto with Prosciutto :
Rating: 4.375
Pret: 83.0

506 Asparagus and Leek Soup :
Rating: 4.375
Pret: 38.0

507 Asparagus and Mushroom Salad with Shaved Parmesan :
Rating: 4.375
Pret: 85.0

508 Asparagus and Salmon Roe with Egg Sauce :
Rating: 3.75
Pret: 63.0

509 Asparagus and Shiitake Risotto :
Rating: 4.375
Pret: 51.0

510 Asparagus and Swiss Cheese Souffles :
Rating: 4.375
Pret: 18.0

511 Asparagus with Bacon and Onion :
Rating: 4.375
Pret: 62.0

512 Asparagus with Creamy Mushroom Dressing :
Rating: 3.125
Pret: 23.0

513 Asparagus with Horseradish Butter :
Rating: 4.375
Pret: 87.0

514 Asparagus with Morels and Tarragon :
Rating: 4.375
Pret: 39.0

515 Asparagus with Orange Dressing and Toasted Hazelnuts :
Rating: 3.125
Pret: 33.0

516 Asparagus with Tomato Vinaigrette :
Rating: 3.125
Pret: 63.0

517 Asparagus with Walnut-Chive Vinaigrette :
Rating: 3.125
Pret: 42.0

518 Asparagus with Wasabi-Mayonnaise Dip :
Rating: 4.375
Pret: 24.0

519 Assorted Vegetables :
Rating: 0.0
Pret: 89.0

520 Aunt Agatha :
Rating: 0.0
Pret: 77.0

521 Aunt Holly's Banana Bread :
Rating: 5.0
Pret: 46.0

522 Aunt Margaret's Lemon Cream Spongecake :
Rating: 3.125
Pret: 15.0

523 Aunt Sis's Strawberry Tart Cookies :
Rating: 4.375
Pret: 76.0

524 Aunt Tom's Italian Cream Cake :
Rating: 5.0
Pret: 65.0

525 Australian Pavlovas with Ginger and Tropical Fruits :
Rating: 3.75
Pret: 17.0

526 Austrian Crepes :
Rating: 5.0
Pret: 65.0

527 Austrian Sweet Cheese Crepes Baked in Custard :
Rating: 4.375
Pret: 62.0

528 Autumn Apple Strudel :
Rating: 3.75
Pret: 36.0

529 Autumn Gin Sour :
Rating: 3.125
Pret: 39.0

530 Autumn Soup with Crispy Bacon :
Rating: 3.75
Pret: 30.0

531 Avgolemono :
Rating: 4.375
Pret: 34.0

532 Aviation :
Rating: 1.25
Pret: 75.0

533 Avocado Blts on Toasted Oatmeal Bread :
Rating: 5.0
Pret: 69.0

534 Avocado Daiquiri :
Rating: 4.375
Pret: 78.0

535 Avocado Ice :
Rating: 4.375
Pret: 35.0

536 Avocado Jícama Salsa with Yuca Chips :
Rating: 3.75
Pret: 12.0

537 Avocado Mayonnaise :
Rating: 3.75
Pret: 21.0

538 Avocado Mousse with Papaya Tomato Relish :
Rating: 3.125
Pret: 42.0

539 Avocado Quesadillas :
Rating: 4.375
Pret: 59.0

540 Avocado Radish Salad with Lime Dressing :
Rating: 4.375
Pret: 49.0

541 Avocado Salsa :
Rating: 4.375
Pret: 83.0

542 Avocado Soup with Ancho Cream :
Rating: 3.75
Pret: 49.0

543 Avocado Sour Cream Mousse :
Rating: 3.125
Pret: 37.0

544 Avocado and Grapefruit Salad :
Rating: 4.375
Pret: 87.0

545 Avocado and Mango Salad with Passion Fruit Vinaigrette :
Rating: 4.375
Pret: 21.0

546 Avocado and Smoked Pork Carnitas :
Rating: 4.375
Pret: 78.0

547 Avocado and Smoked Salmon Soup :
Rating: 3.125
Pret: 10.0

548 Avocado and Tomatillo Salsa :
Rating: 4.375
Pret: 66.0

549 Avocado and Tropical-Fruit Salsa :
Rating: 4.375
Pret: 99.0

550 Avocado and White Bean Salsa :
Rating: 4.375
Pret: 94.0

551 Avocado-Lime Ice Pops :
Rating: 0.0
Pret: 23.0

552 Ayran :
Rating: 5.0
Pret: 53.0

553 Aztec Chicken :
Rating: 5.0
Pret: 17.0

554 Aztec Sluggers :
Rating: 4.375
Pret: 94.0

555 BA's Best Carrot Cake :
Rating: 4.375
Pret: 23.0

556 BA's Best Eggplant Parmesan :
Rating: 3.75
Pret: 77.0

557 BBQ Beef Brisket :
Rating: 0.0
Pret: 31.0

558 BBQ Beef Coffee Cure :
Rating: 3.125
Pret: 19.0

559 BBQ Eggplant Sandwiches with Provolone and Mushrooms :
Rating: 5.0
Pret: 90.0

560 BLT Burgers :
Rating: 3.125
Pret: 81.0

561 BLT Chicken with Rosemary-Lemon Mayonnaise :
Rating: 4.375
Pret: 37.0

562 Baba :
Rating: 3.75
Pret: 23.0

563 Baba Ghanouj :
Rating: 3.75
Pret: 26.0

564 Babas au Calvado with Glazed Apple Rings :
Rating: 0.0
Pret: 19.0

565 Baby Bellini :
Rating: 0.0
Pret: 91.0

566 Baby Carrot Confit with Orange Juice and Cumin :
Rating: 3.75
Pret: 96.0

567 Baby Carrot Crudites with Green Onion and Mint Dip :
Rating: 3.75
Pret: 75.0

568 Baby Greens with Warm Goat Cheese :
Rating: 4.375
Pret: 23.0

569 Baby Lima Beans and Corn in Chive Cream :
Rating: 4.375
Pret: 43.0

570 Baby Peas with Mustard Horseradish Butter :
Rating: 3.75
Pret: 69.0

571 Baby Potatoes with Parsley and Lemon Butter :
Rating: 4.375
Pret: 23.0

572 Baby Squash Sauté Szwarc :
Rating: 3.125
Pret: 83.0

573 Baby Tomato and Fresh Goat Cheese Salad :
Rating: 3.75
Pret: 10.0

574 Baby White Potatoes with Cipolline and Dill :
Rating: 4.375
Pret: 58.0

575 Baby Zucchini and Patty Pan Squash Sauteed in Herb Butter :
Rating: 3.75
Pret: 97.0

576 Bacardi Special :
Rating: 0.0
Pret: 18.0

577 Bachelor's Bait :
Rating: 0.0
Pret: 83.0

578 Bacon Baklava :
Rating: 0.0
Pret: 96.0

579 Bacon Cheddar Quick Bread with Dried Pears :
Rating: 2.5
Pret: 97.0

580 Bacon Corn Muffins :
Rating: 3.125
Pret: 26.0

581 Bacon Jalapeño Popcorn :
Rating: 0.0
Pret: 30.0

582 Bacon Scallion Hush Puppies :
Rating: 5.0
Pret: 53.0

583 Bacon Smashed Potatoes :
Rating: 4.375
Pret: 95.0

584 Bacon Swiss Burgers with Tomato and Avocado :
Rating: 4.375
Pret: 75.0

585 Bacon and Blue Cheese Salad with Caesar Dressing :
Rating: 3.75
Pret: 84.0

586 Bacon and Buttermilk Mashed Potatoes :
Rating: 3.75
Pret: 58.0

587 Bacon and Cabbage Soup :
Rating: 4.375
Pret: 60.0

588 Bacon and Cashew Caramel Corn :
Rating: 4.375
Pret: 10.0

589 Bacon and Chive Potato Pancakes :
Rating: 3.125
Pret: 93.0

590 Bacon and Egg Empañadas :
Rating: 4.375
Pret: 11.0

591 Bacon and Egg Sandwiches with Pickled Spring Onions :
Rating: 3.75
Pret: 65.0

592 Bacon and Green Chili Quiche :
Rating: 4.375
Pret: 10.0

593 Bacon and Lettuce Salad :
Rating: 4.375
Pret: 10.0

594 Bacon and Molasses Beans :
Rating: 4.375
Pret: 26.0

595 Bacon and Onion Corn Muffins :
Rating: 1.25
Pret: 59.0

596 Bacon and Potato Pie :
Rating: 4.375
Pret: 90.0

597 Bacon and Swiss Chard Pasta :
Rating: 5.0
Pret: 75.0

598 Bacon-Balsamic Vinaigrette :
Rating: 4.375
Pret: 72.0

599 Bacon-Cheddar Burgers with Caramelized Onions :
Rating: 4.375
Pret: 100.0

600 Bacon-Molasses Breakfast Sausage :
Rating: 5.0
Pret: 56.0

601 Bacon-Wrapped Beef Tenderloin with Herb Stuffing :
Rating: 4.375
Pret: 46.0

602 Bacon-Wrapped Corn on the Cob :
Rating: 2.5
Pret: 33.0

603 Bacon-Wrapped Maple Pork Loin :
Rating: 2.5
Pret: 21.0

604 Bacon-Wrapped Quail Stuffed with Goat Cheese :
Rating: 5.0
Pret: 47.0

605 Bacon-Wrapped Salmon with Wilted Spinach :
Rating: 5.0
Pret: 20.0

606 Bacon-Wrapped Trout :
Rating: 4.375
Pret: 26.0

607 Bacon-Wrapped Trout Stuffed with Balsamic Onion Compote in Rosemary Cream Sauce :
Rating: 0.0
Pret: 64.0

608 Bacon-Wrapped Turkey Breast with Hazelnut Mole :
Rating: 3.75
Pret: 30.0

609 Bacon-and-Egg Rice :
Rating: 3.75
Pret: 88.0

610 Bacony Roasted Chickpeas :
Rating: 3.75
Pret: 88.0

611 Baguette Toasts :
Rating: 5.0
Pret: 96.0

612 Baharat Seasoning :
Rating: 5.0
Pret: 60.0

613 Bahian Chicken and Shrimp Stew :
Rating: 4.375
Pret: 62.0

614 Baileys Pudding Parfaits with Oatmeal-Walnut Crunch :
Rating: 4.375
Pret: 74.0

615 Bake-Salé Lemon Meringue Pie :
Rating: 3.75
Pret: 32.0

616 Baked Alaska Peanut S'mores :
Rating: 3.75
Pret: 55.0

617 Baked Apples Stuffed with Dried Fruit and Pecans :
Rating: 4.375
Pret: 16.0

618 Baked Apples with Candied Fennel and Pistachios :
Rating: 0.0
Pret: 50.0

619 Baked Apples with Raisins :
Rating: 3.75
Pret: 75.0

620 Baked Artichokes Stuffed with Anchovies and Garlic :
Rating: 2.5
Pret: 52.0

621 Baked Baby Back Ribs with Lemon Confit Marinade :
Rating: 3.75
Pret: 32.0

622 Baked Bananas :
Rating: 5.0
Pret: 30.0

623 Baked Bananas with Chocolate :
Rating: 3.125
Pret: 23.0

624 Baked Bass with Fennel :
Rating: 5.0
Pret: 100.0

625 Baked Beans :
Rating: 4.375
Pret: 76.0

626 Baked Beans with Bacon Breadcrumbs :
Rating: 4.375
Pret: 68.0

627 Baked Beans with Bacon and Brown Sugar :
Rating: 3.75
Pret: 73.0

628 Baked Beans with Slab Bacon and Breadcrumbs :
Rating: 4.375
Pret: 86.0

629 Baked Belgian Endive with Pecorino and Walnuts :
Rating: 3.125
Pret: 81.0

630 Baked Breaded Cauliflower :
Rating: 5.0
Pret: 40.0

631 Baked Butternut Squash with Apples and Maple Syrup :
Rating: 4.375
Pret: 47.0

632 Baked Butternut Squash with Tomatoes and Pine Nuts :
Rating: 3.125
Pret: 74.0

633 Baked Cabbage with Bacon :
Rating: 4.375
Pret: 38.0

634 Baked Camembert with Hazelnut Crust :
Rating: 3.75
Pret: 38.0

635 Baked Carrots with Cheese Sauce :
Rating: 4.375
Pret: 72.0

636 Baked Cheddar Olives :
Rating: 4.375
Pret: 33.0

637 Baked Cheese Grits :
Rating: 4.375
Pret: 80.0

638 Baked Cherry Tomatoes with Parmesan Topping :
Rating: 3.125
Pret: 42.0

639 Baked Chicken and Bacon-Wrapped Lady Apples :
Rating: 3.75
Pret: 81.0

640 Baked Chicken with Barbecue Sauce :
Rating: 3.125
Pret: 32.0

641 Baked Chicken with Chile-Yogurt Marinade :
Rating: 3.125
Pret: 90.0

642 Baked Chicken with Mushrooms and Artichokes :
Rating: 3.75
Pret: 33.0

643 Baked Chicken with White Beans and Tomatoes :
Rating: 5.0
Pret: 67.0

644 Baked Cod and Potatoes with Horseradish Cream Sauce :
Rating: 4.375
Pret: 89.0

645 Baked Corn with Thyme :
Rating: 4.375
Pret: 20.0

646 Baked Crottins with Sauteed Mushrooms :
Rating: 4.375
Pret: 35.0

647 Baked Eggs and Mushrooms in Ham Crisps :
Rating: 4.375
Pret: 29.0

648 Baked Eggs on Creamed Spinach :
Rating: 3.75
Pret: 37.0

649 Baked Eggs with Spinach :
Rating: 4.375
Pret: 15.0

650 Baked Eggs with Tomato-Ham Sauce and Asparagus :
Rating: 3.75
Pret: 28.0

651 Baked Eggs with Zucchini Ragoût :
Rating: 4.375
Pret: 97.0

652 Baked Endive with Pancetta and Parmesan Cheese :
Rating: 3.75
Pret: 44.0

653 Baked Falafel With Orange-Tahini Sauce :
Rating: 3.125
Pret: 46.0

654 Baked Figs :
Rating: 4.375
Pret: 40.0

655 Baked Figs with Grand Marnier and Whipped Cream :
Rating: 4.375
Pret: 38.0

656 Baked Fish Fillets with Spinach-Pine Nut Topping :
Rating: 3.75
Pret: 80.0

657 Baked Fish Sticks Diablo :
Rating: 4.375
Pret: 20.0

658 Baked Fish with Mushrooms and Cream :
Rating: 4.375
Pret: 11.0

659 Baked Fish with Paprika-Lemon Butter :
Rating: 3.125
Pret: 19.0

660 Baked Fish with Ratatouille :
Rating: 4.375
Pret: 94.0

661 Baked Fish with Thai Lemon Mint Sauce :
Rating: 3.125
Pret: 55.0

662 Baked Flounder Fillets with Lemon-Pepper Vegetables :
Rating: 4.375
Pret: 82.0

663 Baked French Toast :
Rating: 3.75
Pret: 40.0

664 Baked French Toast with Cardamom and Marmalade :
Rating: 4.375
Pret: 42.0

665 Baked Halibut with Chopped Olive Salad :
Rating: 3.75
Pret: 50.0

666 Baked Halibut with Warm Sherry Onion Vinaigrette :
Rating: 4.375
Pret: 64.0

667 Baked Ham :
Rating: 4.375
Pret: 14.0

668 Baked Ham with Marmalade-Horseradish Glaze :
Rating: 4.375
Pret: 73.0

669 Baked Ham with Mustard and Marjoram :
Rating: 4.375
Pret: 15.0

670 Baked Ham with Mustard-Red Currant Glaze and Rhubarb Chutney :
Rating: 4.375
Pret: 66.0

671 Baked Hawaiian Islands :
Rating: 4.375
Pret: 22.0

672 Baked Herb-Crusted Chicken Breasts :
Rating: 3.75
Pret: 40.0

673 Baked Macaroni and Cheese :
Rating: 3.75
Pret: 36.0

674 Baked Mashed Potatoes and Yams with Garlic and Parmesan :
Rating: 4.375
Pret: 94.0

675 Baked Minty Rice with Feta and Pomegranate Relish :
Rating: 3.75
Pret: 63.0

676 Baked Mushroom-Sesame Rice Balls :
Rating: 0.0
Pret: 39.0

677 Baked Mustard-Crusted Salmon With Asparagus and Tarragon :
Rating: 4.375
Pret: 67.0

678 Baked Oatmeal :
Rating: 5.0
Pret: 19.0

679 Baked Oysters in Jackets with Bacon Cognac Butter :
Rating: 4.375
Pret: 98.0

680 Baked Oysters with Bacon :
Rating: 0.0
Pret: 67.0

681 Baked Oysters with Bacon and Leeks :
Rating: 4.375
Pret: 30.0

682 Baked Pears with Amaretti Filling :
Rating: 4.375
Pret: 61.0

683 Baked Pears with Currants and Cinnamon :
Rating: 4.375
Pret: 76.0

684 Baked Pears with Honey and Ginger :
Rating: 3.75
Pret: 71.0

685 Baked Pecan-Stuffed Nectarines :
Rating: 4.375
Pret: 95.0

686 Baked Penne Pasta with Wild Mushroom Ragoût :
Rating: 3.75
Pret: 77.0

687 Baked Polenta with Fontina Cheese :
Rating: 4.375
Pret: 29.0

688 Baked Polenta with Onions and Bacon :
Rating: 3.75
Pret: 41.0

689 Baked Polenta with Shiitake Ragoût :
Rating: 3.75
Pret: 25.0

690 Baked Pork Chops with Parmesan-Sage Crust :
Rating: 4.375
